101,1,1,0.07,0.3,0.03,0.6
101,2,1,0.4,0.1,0.35,0.15
101,3,1,0.3,0.15,0.05,0.5
101,4,1,0.7,0.1,0.15,0.05
101,5,1,0.32,0.02,0.01,0.65
102,1,1,0.01,0.294,0.01,0.686
102,2,1,0.49,0.01,0.49,0.01
102,3,1,0.5643,0.0792,0.01,0.3465
102,4,1,0.588,0.01,0.392,0.01
102,5,1,0.245,0.01,0.01,0.735
103,1,1,0.05,0.1,0.05,0.8
103,2,1,0.45,0.05,0.45,0.05
103,3,1,0.25,0.25,0.05,0.45
103,4,1,0.4,0.2,0.35,0.05
103,5,1,0.294,0.01,0.01,0.686
105,1,1,0.01,0.49,0.01,0.49
105,2,1,0.198,0.0297,0.7623,0.01
105,3,1,0.2772,0.198,0.01,0.5148
105,4,1,0.54,0.03,0.38,0.05
105,5,1,0.2673,0.0198,0.01,0.7029
106,1,1,0.15,0.45,0.1,0.3
106,2,1,0.25,0.15,0.45,0.15
106,3,1,0.4,0.3,0.1,0.2
106,4,1,0.3,0.2,0.3,0.2
106,5,1,0.35,0.15,0.15,0.35
107,1,1,0.01,0.343,0.01,0.637
107,2,1,0.49,0.01,0.49,0.01
107,3,1,0.5445,0.0495,0.01,0.396
107,4,1,0.882,0.01,0.098,0.01
107,5,1,0.147,0.01,0.01,0.833
108,1,1,0.1,0.36,0.05,0.49
108,2,1,0.5,0.03,0.38,0.09
108,3,1,0.35,0.15,0.01,0.49
108,4,1,0.54,0.05,0.32,0.09
108,5,1,0.5049,0.0297,0.01,0.4554
109,1,1,0.01,0.49,0.01,0.49
109,2,1,0.49,0.01,0.49,0.01
109,3,1,0.693,0.2079,0.01,0.0891
109,4,1,0.3267,0.3267,0.3366,0.01
109,5,1,0.2475,0.2475,0.01,0.495
110,1,1,0.2,0.3,0.15,0.35
110,2,1,0.32,0.17,0.35,0.16
110,3,1,0.35,0.29,0.05,0.31
110,4,1,0.33,0.15,0.32,0.2
110,5,1,0.33,0.27,0.05,0.35
111,1,1,0.01,0.637,0.01,0.343
111,2,1,0.392,0.01,0.588,0.01
111,3,1,0.396,0.0495,0.01,0.5445
111,4,1,0.686,0.01,0.294,0.01
111,5,1,0.343,0.01,0.01,0.637
112,1,1,0.25,0.25,0.25,0.25
112,2,1,0.2744,0.01,0.7056,0.01
112,3,1,0.396,0.1584,0.01,0.4356
112,4,1,0.6566,0.01,0.3234,0.01
112,5,1,0.01,0.01,0.01,0.97
113,1,1,0.2,0.29,0.11,0.4
113,2,1,0.08,0.28,0.29,0.35
113,3,1,0.19,0.33,0.24,0.24
113,4,1,0.34,0.23,0.33,0.1
113,5,1,0.38,0.11,0.11,0.4
114,1,1,0.05,0.45,0.05,0.45
114,2,1,0.45,0.05,0.45,0.05
114,3,1,0.396,0.297,0.01,0.297
114,4,1,0.35,0.25,0.35,0.05
114,5,1,0.35,0.15,0.05,0.45
115,1,1,0.05,0.55,0.05,0.35
115,2,1,0.7,0.03,0.25,0.02
115,3,1,0.396,0.198,0.01,0.396
115,4,1,0.4,0.15,0.4,0.05
115,5,1,0.3332,0.01,0.01,0.6468
116,1,1,0.01,0.588,0.01,0.392
116,2,1,0.392,0.01,0.588,0.01
116,3,1,0.3465,0.198,0.01,0.4455
116,4,1,0.392,0.01,0.588,0.01
116,5,1,0.245,0.01,0.01,0.735
117,1,1,0.01,0.686,0.01,0.294
117,2,1,0.294,0.01,0.686,0.01
117,3,1,0.4455,0.099,0.01,0.4455
117,4,1,0.396,0.198,0.396,0.01
117,5,1,0.441,0.01,0.01,0.539
118,1,1,0.15,0.35,0.15,0.35
118,2,1,0.37,0.15,0.36,0.12
118,3,1,0.31,0.24,0.08,0.37
118,4,1,0.3,0.18,0.41,0.11
118,5,1,0.36,0.19,0.06,0.39
119,1,1,0.04,0.25,0.01,0.7
119,2,1,0.294,0.01,0.686,0.01
119,3,1,0.5445,0.198,0.01,0.2475
119,4,1,0.5,0.03,0.45,0.02
119,5,1,0.2772,0.0198,0.01,0.693
126,1,1,0.01,0.245,0.01,0.735
126,2,1,0.196,0.01,0.784,0.01
126,3,1,0.3465,0.0495,0.01,0.594
126,4,1,0.392,0.01,0.588,0.01
126,5,1,0.098,0.01,0.01,0.882
127,1,1,0.1,0.4,0.01,0.49
127,2,1,0.3465,0.01,0.594,0.0495
127,3,1,0.3465,0.297,0.01,0.3465
127,4,1,0.4,0.13,0.45,0.02
127,5,1,0.396,0.0495,0.01,0.5445
128,1,1,0.01,0.49,0.01,0.49
128,2,1,0.588,0.01,0.392,0.01
128,3,1,0.3366,0.3267,0.01,0.3267
128,4,1,0.49,0.01,0.49,0.01
128,5,1,0.49,0.01,0.01,0.49
129,1,1,0.01,0.588,0.01,0.392
129,2,1,0.48,0.03,0.48,0.01
129,3,1,0.3267,0.3267,0.01,0.3366
129,4,1,0.4,0.08,0.32,0.2
129,5,1,0.441,0.01,0.01,0.539
130,1,1,0.05,0.6,0.05,0.3
130,2,1,0.35,0.02,0.61,0.02
130,3,1,0.24,0.25,0.01,0.5
130,4,1,0.51,0.15,0.33,0.01
130,5,1,0.07,0.02,0.01,0.9
131,1,1,0.19,0.27,0.18,0.36
131,2,1,0.33,0.05,0.28,0.34
131,3,1,0.2871,0.2871,0.01,0.4158
131,4,1,0.3528,0.01,0.6272,0.01
131,5,1,0.4312,0.01,0.01,0.5488
132,1,1,0.1485,0.2475,0.01,0.594
132,2,1,0.3465,0.099,0.5445,0.01
132,3,1,0.4653,0.1782,0.01,0.3465
132,4,1,0.35,0.15,0.45,0.05
132,5,1,0.5,0.1,0.05,0.35
134,1,1,0.17,0.29,0.16,0.38
134,2,1,0.34,0.21,0.37,0.08
134,3,1,0.29,0.25,0.11,0.35
134,4,1,0.37,0.21,0.27,0.15
134,5,1,0.31,0.16,0.09,0.44
135,1,1,0.1,0.35,0.05,0.5
135,2,1,0.4,0.1,0.4,0.1
135,3,1,0.35,0.25,0.05,0.35
135,4,1,0.35,0.3,0.3,0.05
135,5,1,0.05,0.15,0.35,0.45
136,1,1,0.0693,0.2079,0.01,0.7128
136,2,1,0.4257,0.01,0.4455,0.1188
136,3,1,0.3564,0.1881,0.01,0.4455
136,4,1,0.4653,0.01,0.4752,0.0495
136,5,1,0.245,0.01,0.01,0.735
137,1,1,0.05,0.5,0.02,0.43
137,2,1,0.45,0.03,0.49,0.03
137,3,1,0.4455,0.198,0.01,0.3465
137,4,1,0.55,0.02,0.4,0.03
137,5,1,0.3332,0.01,0.01,0.6468
138,1,1,0.01,0.25,0.01,0.73
138,2,1,0.2646,0.01,0.7154,0.01
138,3,1,0.3762,0.2475,0.01,0.3663
138,4,1,0.35,0.22,0.4,0.03
138,5,1,0.4158,0.0297,0.01,0.5445
151,1,1,0.2,0.35,0.1,0.35
151,2,1,0.35,0.15,0.4,0.1
151,3,1,0.2,0.35,0.05,0.4
151,4,1,0.4,0.25,0.25,0.1
151,5,1,0.35,0.15,0.1,0.4
152,1,1,0.04,0.35,0.01,0.6
152,2,1,0.4,0.03,0.55,0.02
152,3,1,0.4,0.14,0.01,0.45
152,4,1,0.49,0.2,0.3,0.01
152,5,1,0.29,0.1,0.01,0.6
153,1,1,0.05,0.55,0.05,0.35
153,2,1,0.3,0.05,0.6,0.05
153,3,1,0.3,0.3,0.05,0.35
153,4,1,0.4,0.16,0.4,0.04
153,5,1,0.35,0.1,0.05,0.5
154,1,1,0.01,0.784,0.01,0.196
154,2,1,0.4455,0.01,0.495,0.0495
154,3,1,0.594,0.1485,0.01,0.2475
154,4,1,0.588,0.01,0.392,0.01
154,5,1,0.392,0.01,0.01,0.588
155,1,1,0.01,0.392,0.01,0.588
155,2,1,0.4,0.1,0.4,0.1
155,3,1,0.5,0.19,0.02,0.29
155,4,1,0.42,0.05,0.48,0.05
155,5,1,0.43,0.02,0.02,0.53
156,1,1,0.14,0.33,0.14,0.39
156,2,1,0.26,0.13,0.46,0.15
156,3,1,0.32,0.23,0.1,0.35
156,4,1,0.41,0.15,0.3,0.14
156,5,1,0.28,0.14,0.05,0.53
157,1,1,0.0495,0.2475,0.01,0.693
157,2,1,0.3822,0.01,0.5978,0.01
157,3,1,0.5445,0.0495,0.01,0.396
157,4,1,0.8232,0.01,0.1568,0.01
157,5,1,0.294,0.01,0.01,0.686
158,1,1,0.02,0.58,0.02,0.38
158,2,1,0.39,0.11,0.41,0.09
158,3,1,0.18,0.34,0.1,0.38
158,4,1,0.36,0.17,0.45,0.02
158,5,1,0.36,0.07,0.03,0.54
159,1,1,0.01,0.392,0.01,0.588
159,2,1,0.41,0.06,0.42,0.11
159,3,1,0.4257,0.198,0.01,0.3663
159,4,1,0.4455,0.01,0.5148,0.0297
159,5,1,0.392,0.01,0.01,0.588
160,1,1,0.01,0.49,0.01,0.49
160,2,1,0.44,0.04,0.49,0.03
160,3,1,0.396,0.1683,0.01,0.4257
160,4,1,0.49,0.01,0.49,0.01
160,5,1,0.3626,0.01,0.01,0.6174
161,1,1,0.05,0.37,0.02,0.56
161,2,1,0.45,0.05,0.45,0.05
161,3,1,0.33,0.33,0.01,0.33
161,4,1,0.4,0.1,0.4,0.1
161,5,1,0.4,0.13,0.02,0.45
176,1,1,0.01,0.49,0.01,0.49
176,2,1,0.49,0.01,0.49,0.01
176,3,1,0.3366,0.3267,0.01,0.3267
176,4,1,0.38,0.2,0.38,0.04
176,5,1,0.4455,0.099,0.01,0.4455
177,1,1,0.06,0.63,0.05,0.26
177,2,1,0.51,0.05,0.34,0.1
177,3,1,0.4,0.15,0.01,0.44
177,4,1,0.45,0.1,0.35,0.1
177,5,1,0.43,0.01,0.01,0.55
178,1,1,0.01,0.43,0.01,0.55
178,2,1,0.42,0.06,0.45,0.07
178,3,1,0.38,0.21,0.11,0.3
178,4,1,0.48,0.01,0.43,0.08
178,5,1,0.47,0.01,0.01,0.51
179,1,1,0.2,0.25,0.2,0.35
179,2,1,0.45,0.05,0.45,0.05
179,3,1,0.35,0.25,0.05,0.35
179,4,1,0.4,0.15,0.4,0.05
179,5,1,0.24,0.05,0.01,0.7
180,1,1,0.01,0.7742,0.01,0.2058
180,2,1,0.392,0.01,0.588,0.01
180,3,1,0.6272,0.01,0.01,0.3528
180,4,1,0.2352,0.01,0.7448,0.01
180,5,1,0.52,0.13,0.13,0.22
181,1,1,0.1,0.33,0.04,0.53
181,2,1,0.4,0.1,0.4,0.1
181,3,1,0.33,0.17,0.04,0.46
181,4,1,0.38,0.15,0.42,0.05
181,5,1,0.3,0.15,0.01,0.54
182,1,1,0.05,0.5,0.05,0.4
182,2,1,0.47,0.1,0.38,0.05
182,3,1,0.4,0.25,0.05,0.3
182,4,1,0.54,0.05,0.33,0.08
182,5,1,0.33,0.05,0.03,0.59
183,1,1,0.01,0.588,0.01,0.392
183,2,1,0.196,0.01,0.784,0.01
183,3,1,0.198,0.1485,0.01,0.6435
183,4,1,0.588,0.01,0.392,0.01
183,5,1,0.196,0.01,0.01,0.784
184,1,1,0.05,0.5,0.05,0.4
184,2,1,0.4455,0.0792,0.4653,0.01
184,3,1,0.3465,0.3069,0.01,0.3366
184,4,1,0.5148,0.0495,0.4257,0.01
184,5,1,0.392,0.01,0.01,0.588
185,1,1,0.07,0.4,0.03,0.5
185,2,1,0.42,0.04,0.5,0.04
185,3,1,0.32,0.32,0.04,0.32
185,4,1,0.49,0.1,0.39,0.02
185,5,1,0.37,0.08,0.03,0.52
186,1,1,0.01,0.196,0.01,0.784
186,2,1,0.196,0.01,0.784,0.01
186,3,1,0.3465,0.0495,0.01,0.594
186,4,1,0.735,0.01,0.245,0.01
186,5,1,0.245,0.01,0.01,0.735
187,1,1,0.01,0.49,0.01,0.49
187,2,1,0.43,0.07,0.43,0.07
187,3,1,0.27,0.34,0.06,0.33
187,4,1,0.31,0.31,0.3,0.08
187,5,1,0.4,0.07,0.05,0.48
201,1,1,0.31,0.17,0.38,0.14
201,2,1,0.26,0.18,0.31,0.25
201,3,1,0.28,0.18,0.29,0.25
201,4,1,0.22,0.2,0.3,0.28
201,5,1,0.31,0.18,0.25,0.26
202,1,1,0.01,0.49,0.01,0.49
202,2,1,0.49,0.01,0.49,0.01
202,3,1,0.34,0.17,0.16,0.33
202,4,1,0.34,0.17,0.33,0.16
202,5,1,0.49,0.01,0.01,0.49
203,1,1,0.08,0.57,0.03,0.32
203,2,1,0.36,0.07,0.37,0.2
203,3,1,0.27,0.31,0.03,0.39
203,4,1,0.33,0.12,0.44,0.11
203,5,1,0.34,0.06,0.02,0.58
204,1,1,0.01,0.18,0.01,0.8
204,2,1,0.45,0.01,0.45,0.09
204,3,1,0.4455,0.099,0.01,0.4455
204,4,1,0.4455,0.01,0.4455,0.099
204,5,1,0.392,0.01,0.01,0.588
205,1,1,0.01,0.49,0.01,0.49
205,2,1,0.49,0.01,0.49,0.01
205,3,1,0.49,0.01,0.01,0.49
205,4,1,0.49,0.01,0.49,0.01
205,5,1,0.49,0.01,0.01,0.49
206,1,1,0.2,0.3,0.15,0.35
206,2,1,0.3,0.2,0.35,0.15
206,3,1,0.25,0.3,0.1,0.35
206,4,1,0.35,0.25,0.3,0.1
206,5,1,0.3,0.2,0.05,0.45
207,1,1,0.01,0.49,0.01,0.49
207,2,1,0.49,0.01,0.49,0.01
207,3,1,0.882,0.01,0.01,0.098
207,4,1,0.6762,0.01,0.3038,0.01
207,5,1,0.1764,0.01,0.01,0.8036
208,1,1,0.01,0.28,0.01,0.7
208,2,1,0.42,0.04,0.53,0.01
208,3,1,0.28,0.31,0.01,0.4
208,4,1,0.55,0.08,0.35,0.02
208,5,1,0.35,0.04,0.01,0.6
209,1,1,0.25,0.25,0.25,0.25
209,2,1,0.3,0.07,0.6,0.03
209,3,1,0.2,0.35,0.1,0.35
209,4,1,0.4,0.2,0.35,0.05
209,5,1,0.2475,0.198,0.01,0.5445
210,1,1,0.1,0.4,0.1,0.4
210,2,1,0.3,0.1,0.5,0.1
210,3,1,0.33,0.33,0.01,0.33
210,4,1,0.7,0.1,0.15,0.05
210,5,1,0.3465,0.0495,0.01,0.594
211,1,1,0.1,0.35,0.05,0.5
211,2,1,0.42,0.02,0.54,0.02
211,3,1,0.43,0.19,0.01,0.37
211,4,1,0.56,0.03,0.36,0.05
211,5,1,0.35,0.03,0.01,0.61
212,1,1,0.2,0.3,0.1,0.4
212,2,1,0.35,0.1,0.45,0.1
212,3,1,0.43,0.18,0.11,0.28
212,4,1,0.43,0.2,0.32,0.05
212,5,1,0.37,0.2,0.01,0.42
213,1,1,0.01,0.6272,0.01,0.3528
213,2,1,0.4606,0.01,0.5194,0.01
213,3,1,0.5544,0.1089,0.01,0.3267
213,4,1,0.4158,0.1584,0.4158,0.01
213,5,1,0.4257,0.0198,0.01,0.5445
214,1,1,0.01,0.441,0.01,0.539
214,2,1,0.392,0.01,0.588,0.01
214,3,1,0.1485,0.1485,0.01,0.693
214,4,1,0.396,0.0495,0.5445,0.01
214,5,1,0.245,0.01,0.01,0.735
215,1,1,0.0693,0.396,0.01,0.5247
215,2,1,0.35,0.04,0.53,0.08
215,3,1,0.3564,0.2178,0.01,0.4158
215,4,1,0.36,0.04,0.56,0.04
215,5,1,0.3724,0.01,0.01,0.6076
216,1,1,0.0495,0.297,0.01,0.6435
216,2,1,0.3234,0.01,0.6566,0.01
216,3,1,0.4455,0.099,0.01,0.4455
216,4,1,0.4653,0.01,0.4752,0.0495
216,5,1,0.3234,0.01,0.01,0.6566
217,1,1,0.01,0.49,0.01,0.49
217,2,1,0.44,0.24,0.16,0.16
217,3,1,0.198,0.099,0.01,0.693
217,4,1,0.37,0.23,0.2,0.2
217,5,1,0.539,0.01,0.01,0.441
218,1,1,0.25,0.25,0.21,0.29
218,2,1,0.3,0.19,0.21,0.3
218,3,1,0.29,0.26,0.15,0.3
218,4,1,0.35,0.25,0.32,0.08
218,5,1,0.3,0.25,0.16,0.29
219,1,1,0.01,0.294,0.01,0.686
219,2,1,0.343,0.01,0.637,0.01
219,3,1,0.495,0.099,0.01,0.396
219,4,1,0.49,0.01,0.49,0.01
219,5,1,0.3724,0.01,0.01,0.6076
221,1,1,0.05,0.47,0.03,0.45
221,2,1,0.3,0.12,0.52,0.06
221,3,1,0.3,0.16,0.08,0.46
221,4,1,0.43,0.1,0.43,0.04
221,5,1,0.4851,0.0198,0.01,0.4851
222,1,1,0.01,0.539,0.01,0.441
222,2,1,0.392,0.01,0.588,0.01
222,3,1,0.297,0.099,0.01,0.594
222,4,1,0.392,0.01,0.588,0.01
222,5,1,0.294,0.01,0.01,0.686
225,1,1,0.0495,0.4059,0.01,0.5346
225,2,1,0.245,0.01,0.735,0.01
225,3,1,0.396,0.198,0.01,0.396
225,4,1,0.1485,0.0495,0.792,0.01
225,5,1,0.196,0.01,0.01,0.784
001,1,1,0.01,0.7425,0.0099,0.2376
001,2,1,0.2058,0.01,0.7742,0.01
001,3,1,0.3564,0.3168,0.01,0.3168
001,4,1,0.784,0.01,0.196,0.01
001,5,1,0.098,0.01,0.01,0.882
002,1,1,0.1,0.49,0.01,0.4
002,2,1,0.34,0.01,0.6,0.05
002,3,1,0.3,0.19,0.01,0.5
002,4,1,0.45,0.1,0.4,0.05
002,5,1,0.34,0.05,0.01,0.6
003,1,1,0.01,0.2548,0.01,0.7252
003,2,1,0.735,0.01,0.245,0.01
003,3,1,0.1485,0.0495,0.01,0.792
003,4,1,0.792,0.0495,0.1485,0.01
003,5,1,0.196,0.01,0.01,0.784
004,1,1,0.01,0.686,0.01,0.294
004,2,1,0.392,0.01,0.588,0.01
004,3,1,0.594,0.099,0.01,0.297
004,4,1,0.294,0.01,0.686,0.01
004,5,1,0.294,0.01,0.01,0.686
005,1,1,0.01,0.2772,0.0198,0.693
005,2,1,0.294,0.01,0.686,0.01
005,3,1,0.792,0.1485,0.01,0.0495
005,4,1,0.3,0.07,0.6,0.03
005,5,1,0.147,0.01,0.01,0.833
006,1,1,0.14,0.38,0.1,0.38
006,2,1,0.1,0.4,0.4,0.1
006,3,1,0.3366,0.3267,0.01,0.3267
006,4,1,0.3267,0.3267,0.3366,0.01
006,5,1,0.3663,0.198,0.01,0.4257
007,1,1,0.01,0.49,0.01,0.49
007,2,1,0.392,0.01,0.588,0.01
007,3,1,0.2,0.4,0.2,0.2
007,4,1,0.4455,0.099,0.4455,0.01
007,5,1,0.392,0.01,0.01,0.588
008,1,1,0.01,0.392,0.01,0.588
008,2,1,0.245,0.01,0.735,0.01
008,3,1,0.396,0.0495,0.01,0.5445
008,4,1,0.495,0.0495,0.4455,0.01
008,5,1,0.343,0.01,0.01,0.637
009,1,1,0.01,0.245,0.01,0.735
009,2,1,0.343,0.01,0.637,0.01
009,3,1,0.297,0.0495,0.01,0.6435
009,4,1,0.784,0.01,0.196,0.01
009,5,1,0.294,0.01,0.01,0.686
010,1,1,0.1,0.58,0.04,0.28
010,2,1,0.33,0.25,0.39,0.03
010,3,1,0.12,0.48,0.03,0.37
010,4,1,0.42,0.22,0.28,0.08
010,5,1,0.33,0.08,0.01,0.58
011,1,1,0.01,0.49,0.01,0.49
011,2,1,0.245,0.01,0.735,0.01
011,3,1,0.297,0.099,0.01,0.594
011,4,1,0.3332,0.01,0.6468,0.01
011,5,1,0.196,0.01,0.01,0.784
012,1,1,0.1,0.29,0.04,0.57
012,2,1,0.33,0.18,0.48,0.01
012,3,1,0.4158,0.1188,0.01,0.4554
012,4,1,0.5346,0.01,0.4257,0.0297
012,5,1,0.2058,0.01,0.01,0.7742
013,1,1,0.01,0.686,0.01,0.294
013,2,1,0.25,0.1,0.6,0.05
013,3,1,0.198,0.297,0.01,0.495
013,4,1,0.495,0.198,0.297,0.01
013,5,1,0.196,0.01,0.01,0.784
014,1,1,0.01,0.147,0.01,0.833
014,2,1,0.495,0.01,0.4455,0.0495
014,3,1,0.297,0.3465,0.01,0.3465
014,4,1,0.588,0.01,0.392,0.01
014,5,1,0.294,0.01,0.01,0.686
015,1,1,0.01,0.49,0.01,0.49
015,2,1,0.27,0.06,0.62,0.05
015,3,1,0.3861,0.2277,0.01,0.3762
015,4,1,0.35,0.2,0.35,0.1
015,5,1,0.396,0.099,0.01,0.495
016,1,1,0.12,0.33,0.11,0.44
016,2,1,0.25,0.05,0.55,0.15
016,3,1,0.4455,0.0495,0.01,0.495
016,4,1,0.297,0.099,0.594,0.01
016,5,1,0.245,0.01,0.01,0.735
017,1,1,0.47,0.41,0.06,0.06
017,2,1,0.41,0.07,0.4,0.12
017,3,1,0.33,0.31,0.05,0.31
017,4,1,0.36,0.18,0.36,0.1
017,5,1,0.29,0.19,0.08,0.44
018,1,1,0.05,0.4,0.05,0.5
018,2,1,0.441,0.01,0.539,0.01
018,3,1,0.396,0.3465,0.01,0.2475
018,4,1,0.4455,0.01,0.495,0.0495
018,5,1,0.495,0.0495,0.01,0.4455
019,1,1,0.05,0.35,0.05,0.55
019,2,1,0.25,0.1,0.55,0.1
019,3,1,0.45,0.12,0.08,0.35
019,4,1,0.35,0.1,0.4,0.15
019,5,1,0.45,0.14,0.05,0.36
020,1,1,0.01,0.49,0.01,0.49
020,2,1,0.294,0.01,0.686,0.01
020,3,1,0.4455,0.297,0.01,0.2475
020,4,1,0.4,0.1,0.4,0.1
020,5,1,0.396,0.198,0.01,0.396
021,1,1,0.1,0.4,0.1,0.4
021,2,1,0.4,0.1,0.4,0.1
021,3,1,0.297,0.198,0.01,0.495
021,4,1,0.297,0.297,0.396,0.01
021,5,1,0.245,0.01,0.01,0.735
022,1,1,0.0495,0.495,0.01,0.4455
022,2,1,0.01,0.01,0.49,0.49
022,3,1,0.396,0.198,0.01,0.396
022,4,1,0.49,0.01,0.49,0.01
022,5,1,0.5096,0.01,0.01,0.4704
023,1,1,0.099,0.396,0.01,0.495
023,2,1,0.2475,0.01,0.693,0.0495
023,3,1,0.6435,0.099,0.01,0.2475
023,4,1,0.49,0.01,0.49,0.01
023,5,1,0.245,0.01,0.01,0.735
024,1,1,0.01,0.588,0.01,0.392
024,2,1,0.53,0.02,0.43,0.02
024,3,1,0.297,0.2871,0.01,0.4059
024,4,1,0.44,0.11,0.42,0.03
024,5,1,0.396,0.0792,0.01,0.5148
026,1,1,0.04,0.03,0.35,0.58
026,2,1,0.25,0.11,0.51,0.13
026,3,1,0.19,0.31,0.18,0.32
026,4,1,0.36,0.22,0.36,0.06
026,5,1,0.51,0.18,0.03,0.28
029,1,1,0.01,0.539,0.01,0.441
029,2,1,0.297,0.01,0.594,0.099
029,3,1,0.5445,0.099,0.01,0.3465
029,4,1,0.5,0.05,0.25,0.2
029,5,1,0.392,0.01,0.01,0.588
200,1,1,0.15,0.2,0.05,0.6
200,2,1,0.5,0.05,0.1,0.35
200,3,1,0.18,0.4,0.07,0.35
200,4,1,0.5,0.05,0.25,0.2
200,5,1,0.15,0.16,0.19,0.5
201,1,1,0.09,0.4,0.04,0.47
201,2,1,0.4,0.03,0.5,0.07
201,3,1,0.34,0.32,0.01,0.33
201,4,1,0.4,0.14,0.39,0.07
201,5,1,0.46,0.03,0.01,0.5
