site_id,subject_id,Age,Gender,AssociatesDegreeDiscipline,BachelorsDegreeDiscipline,CertificateDegreeDiscipline,MastersDegreeDiscipline,PhdDiscipline,CurrentDegree,CurrentDegreeDiscipline,HighestDegree,Job_1_Type,Job_1_Employer,Job_1_Title,Job_1_Years,Job_2_Type,Job_2_Employer,Job_2_Title,Job_2_Years,Job_3_Type,Job_3_Employer,Job_3_Title,Job_3_Years,Job_4_Type,Job_4_Employer,Job_4_Title,Job_4_Years,Job_5_Type,Job_5_Employer,Job_5_Title,Job_5_Years,Job_6_Type,Job_6_Employer,Job_6_Title,Job_6_Years,Job_7_Type,Job_7_Employer,Job_7_Title,Job_7_Years,Job_8_Type,Job_8_Employer,Job_8_Title,Job_8_Years,Job_9_Type,Job_9_Employer,Job_9_Title,Job_9_Years,Job_10_Type,Job_10_Employer,Job_10_Title,Job_10_Years,YearsExperience,YearsGeoIntExperience,ProbabilityAndStatsTraining,ProbabilityAndStatsFrequency,GeospatialDataFrequency,GeointAnalysisLevel,SpatialAbility,BIS,BASDrive,BASFunSeeking,BASRewardResponsiveness,BASTotal,FoxHedgehogScore,SNA,CRTScore,VGE
PSU,180,59,Male,Art Education,Architecture,,Public Administration,,,,Master,Other,Penn State University,Professor of Practice,7,Other,USMC,Colonel  Pilot,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,1,1,2,2,3,136,76,76,98,250,8,,3,
PSU,181,44,Female,,History,,,,,,Bachelor,,,,,Other,Penn State University,Assistant Learning Designer,0.5,Other,Penn State University,Production Assistant,11,Other,Broadband Networks Inc.,Administrative Support,6,,,,,,,,,,,,,,,,,,,,,,,,,17.5,0,0,0,0,0,2,145,79,85,110,274,-6,,0,
PSU,182,41,Female,,Graphic Design,,,,,,Bachelor,Other,Penn State,Multi-media Specialist,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,2,142,76,85,107,268,16,,0,
PSU,183,39,Female,,,,Education,,,,Master,Other,Penn State University,Learning Designer,0.5,Other,Self,Preschool Music Teacher,7,Other,Bald Eagle Area School District,Music Teacher,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0,1,1,0,0,2,142,79,79,104,262,-26,,1,
PSU,185,32,Male,,Meteorology,,Adult Education,,,,Master,Other,Penn State University,Lecturer,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,1,2,3,1,3,133,76,79,104,259,34,,3,
PSU,186,42,Female,,Health Policy and Adminstration,,,,,,Bachelor,Other,Dutton Institute  Penn State,Assistant Instructional Designer,9,Other,Olsten Staffing Services,Placement counselor,2,Other,Bartell and Bartell,sales and marketing,2,Other,Manpower,Placement counselor,1.5,Other,New Health Management Systems,Assistant Nursing Home Adminstrator,2.5,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,1,136,76,79,98,253,-18,,0,
PSU,187,33,Male,,,,,,Bachelor,Security And Risk Analysis,,Other,Defense Logistics Agency,Human Resource Specialist,2,IntelAnalysis,United States Marine Corps,Intelligence Analyst,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,2,1,2,3,133,57,85,98,240,20,,1,
PSU,188,21,Female,,,,,,Bachelor,Nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,136,76,79,104,259,16,,0,
PSU,189,46,Female,,Secondary Education,,Adult Education,,,,Master,,,,,Other,Penn State,Assistant Director for Learning Design  Dutton Institute,3.25,Other,Penn State,Communications Support Coord  World Campus,2,Other,Penn State,Instructional Designer  IST,2,Other,Penn State,Instructional Designer  World Campus,6,Other,Mifflin County School District,English Teacher,7,,,,,,,,,,,,,,,,,20.25,0,1,1,1,0,1,136,79,88,107,274,24,,3,
PSU,190,37,Female,,Agriculture and Natural Resources,,Educational Media,,,,Master,Other,Penn State,Graphic Designer,2,Other,Adventure of the American Mind,Program Assistant,,Other,Brevard College Library,Technology Assistant,1,Other,Brevard College ESMNS,Secretary,2,Other,Forward in the Fifth,Administrative Assistant,,,,,,,,,,,,,,,,,,,,,,5,0,1,1,0,0,2,133,76,79,104,259,22,,0,
PSU,191,29,Male,,,,,,Bachelor,International Conflict Management,,Military,U.S. Army,Infantryman,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,1,3,2,3,139,79,85,110,274,2,,2,
PSU,192,19,Female,,,,,,Bachelor,Chem Eng,,,,,,Military,Navy Reserve,Midshipman,2,Other,Self,Nanny,6,Other,Association Advisors Property Management  LLC,Administrative Assistant,4,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,2,145,79,82,107,268,-14,,2,
PSU,193,31,Male,AAS Mortuary Science,,,,,Bachelor,B.S. Economics,Associate,Other,Blanchard-St. Denis Funeral Home,Funeral Director/Embalmer,2,Other,United States Marine Corps,Supply Clerk,4,Other,Geo. H. Lewis & Sons,Funeral Director,1,Other,Blanchard-St. Denis Funeral Home,Funeral Director/Embalmer,5,Other,Causey's Pharmacy,Pharmaceutical Delivery Driver ,1,Other,McDonald's,Cook,1,Other,Bud's Saw Repair,Handyman,1,,,,,,,,,,,,,15,0,2,1,0,0,3,139,88,85,110,283,32,,0,
PSU,194,43,Female,,Health Policy and Administration,,,,,,Bachelor,Other,Penn State,Staff Assistant,14,Other,Nittany Eye Associates,Office manager,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,148,79,82,107,268,16,,0,
PSU,195,21,Male,,,,,,Bachelor,Information Science & Technology,,Other,Penn State Physics Department,Student IT Group,1,Other,Strawberry Fields Inc.,Information Support Specialist,1,Other,Penn State Office of Investment Management,Summer Database Intern,0.3,Other,Kneppy's Fireworks,Retail Salesman,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0,1,2,0,0,2,139,76,85,107,268,8,,0,
PSU,196,46,Male,,,,,,,,,Other,Penn State University,Multimedia Specialist,4,Other,AccuWeather,Designer,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,2,1,2,133,76,76,98,250,30,,2,
PSU,197,49,Female,,Information Sciences & Technology,,,,,,Bachelor,Other,Penn State,UX Advocate,0.5,Other,Firebrand Tribe,UX Lead  Renegade Element,1.5,GeospatialAnalysis,Penn State,Educational Technologist,3.5,Other,Penn State,Instructional Design Assistant,3,Other,Conduit IT,QA tester  software trainer  client support,2.5,,,,,,,,,,,,,,,,,,,,,11,0,1,1,2,1,1,139,63,85,101,249,26,,1,
PSU,198,51,Male,,Computer Science,,,,,,Bachelor,Other,Penn State,IT Architect,5,Other,Penn State,Manager/Research Programmer,6,Other,Cornell University,Network Engineer,4,Other,TeleBeam  Inc.,VP Internet Services,1,Other,Cornell University,Systems Developer,7,Other,Penn State,Systems Developer,7,Other,IBM,Systems Programmer,2,,,,,,,,,,,,,32,0,1,1,1,1,2,142,82,82,101,265,4,,2,
PSU,199,18,Female,,,,,,Bachelor,Mechanical Engineering,,Other,Foot Locker Inc. ,Sales Associate,2,Military,Navy Reserves (ROTC),Midshipman,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,2,1,0,3,136,82,79,101,262,22,,2,
PSU,200,20,Male,,,,,,Bachelor,Information Sciences and Technology,,Other,Chipotle,Grill Cook,1,Other,Best Buy,Sales Associate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,2,0,0,2,139,88,85,110,283,22,,1,
PSU,201,18,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,154,85,85,110,280,18,,3,
PSU,202,22,Male,,,,,,Bachelor,Information Sciences and Technology ,,Other,Microsoft ,Campus Ambassador ,4,Other,Microsoft ,Program Manager ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,0,0,1,139,79,76,98,253,18,,0,
PSU,203,24,Male,,Justice Law and Society,,Homeland Security / GEOINT,,,,Master,Other,US Dept Health & Human Services,Management Analyst (Consultant),1,Other,US Dept of State,Program Assistant,2,Other,Executive Office of the President,National Security Intern / OVP / NSA,0.5,Other,LMI,Survey Research Intern,0.5,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,2,2,2,2,136,76,79,82,237,-2,,2,
PSU,204,23,Male,,Geography - Geospatial and Environmental Analysis,,,,Master,Homeland Security: Geospatial Intelligence,Bachelor,Other,The SI Organization,Test/Systems Engineer,2,GeospatialAnalysis,Center for Geospatial Information Technology - Virginia Tech,GIS Analyst,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,1,3,2,3,136,79,82,110,271,10,,2,
PSU,205,31,Male,,Criminal Justice,,,,Master,Homeland Security - GEOINT,Bachelor,Military,US Navy,Chief Petty Officer,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,0,1,0,2,133,76,76,98,250,28,,3,
PSU,206,32,Male,,Engineering Geology,GIS,,,,,Bachelor,Other,The MITRE Corporation,Information Systems Engineer  Sr. ,4,GeospatialAnalysis,IIF Data Solutions,GIS Developer,1,GeospatialAnalysis,Dewberry & Davis LLC,GIS Analyst/Developer,4,GeospatialAnalysis,ATC Associates,Geologist,1,Military,Virginia Army National Guard,Sergeant,8,,,,,,,,,,,,,,,,,,,,,18,0,2,2,3,2,4,133,82,79,104,265,-30,,2,
PSU,207,22,Female,,Geography  GIS concentration,,,,,,Bachelor,Other,MITRE,Computer Science Staff - Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,1,2,139,76,79,98,253,8,,1,
PSU,208,55,Female,Liberal Arts,Geography,,,,,,Bachelor,Other,MITRE,Sr Computer Science Engineer,1.3,GeospatialAnalysis,Applied Data Consultants,Geospatial Analyst,1,GeospatialAnalysis,SAIC,Geospatial Analyst,1,GeospatialAnalysis,General Dynamics,Sr Geospatial Engineer,6,,,,,,,,,,,,,,,,,,,,,,,,,9.3,0,1,2,3,3,4,142,85,82,107,274,-4,,0,
PSU,209,38,Male,,BS  Biology,GIS  GEOINT,,,Master,Geoinformatics and GEOINT,Bachelor,Other,Naval Sea Systems Command,Engineering Technician,9,Other,United States Marine Corps,Combat Engineer,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,1,2,1,2,145,76,79,104,259,38,,0,
MCL,210,40,Female,,Elementary Education,GIS,Geography/GIS,,,,Master,GeospatialAnalysis,US Census Bureau,Geographer,6.5,Other,Ohio State,Research Assistant,1.5,Other,Platts,Spatial Software Developer,3,Other,MLH Services,Software Developer,1.5,Other,Janus Technologies,Software Developer,5,Other,Various,Substitute teacher,1,,,,,,,,,,,,,,,,,18.5,0,2,2,3,1,3,133,76,82,95,253,46,,3,
MCL,211,24,Male,,GIS,,,,,,Bachelor,GeospatialAnalysis,Michael Baker International ,GIS Analyst I,2,Other,Bank of America ,Teller,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,1,,0,2,139,79,79,101,259,-10,,1,
MCL,212,32,Male,,History,,Geospatial Information Science,,,,Master,GeospatialAnalysis,Michael Baker International,GIS Analyst,3,GeospatialAnalysis,Medical Care Development International,GIS Consultant,1,GeospatialAnalysis,Institute for Study of Terrorism and Responses to Terrorism (START),GIS Intern,1,Other,Accurate Infrastructure Data  Inc ,Surveyor,1,Military,US Army,Field Artillery Surveyor/Team Leader,4,,,,,,,,,,,,,,,,,,,,,10,0,2,2,3,3,4,136,76,76,107,259,26,,0,
MCL,213,29,Female,,Criminal Justice and Criminology,,,,Certificate,Geographic Information Systems,Bachelor,GeospatialAnalysis,Michael Baker International,GIS Associate III,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,2,139,79,79,104,262,22,,0,
MCL,214,31,Male,Communications Technology,Social Sciences,Geospatial Intelligence,,,,,Bachelor,Other,Leidos,ISR Targeteer,3,IntelAnalysis,United States Air Force,Intelligence Analyst,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,1,1,3,2,2,136,76,85,101,262,38,,1,
PSU,215,60,Male,,Geography,,,,,,Bachelor,Other,BAE Systems,Senior System Engineer,15,Other,Intergraph Corporation,Senior System Engineer,10,Military,US Army,Terrain Analysis Warrant Officer,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,2,1,3,3,4,133,76,76,98,250,20,,2,
PSU,216,27,Male,,Geology,Geospatial Intelligence,,,,,Bachelor,Other,DigitalGlobe,Data Scientist,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0,2,2,3,3,4,139,85,79,104,268,32,,2,
PSU,217,28,Male,,Government and Politics,,,,Certificate,Geospatial Intelligence Applications,Bachelor,GeospatialAnalysis,JMT Sales Inc.,Logistics Manager,2,Other,World Resources Institute,Intern,0.5,Other,Envirnomental Law Institute,Intern,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1,0,3,151,76,76,104,256,18,,2,
PSU,218,27,Male,,Political Science  Spanish,,Latin American Studies,,Master,GIS,Master,GeospatialAnalysis,Navanti Group,Geospatial Analyst,2,GeospatialAnalysis,World Bank Group,GIS Analyst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,2,2,3,136,79,82,101,262,-8,,2,
PSU,219,35,Female,,Human Services,,,,Associate,International Studies/ GIS Certificate,Bachelor,Other,Forfeiture Support Associates/ ATF,DataAnalyst,1,Other,Virginia Center for Behavioral Rehab,Human Services Coordiantor,2,Other,City Of Richmond ,Human Services Administrator/ Division Chief,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,1,1,0,2,136,63,85,110,258,26,,0,
PSU,220,37,Female,,Geography,,Geography,,,,Master,Other,Michael Baker Jr.  Inc.,Project Manager,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,1,3,1,4,139,76,79,101,256,0,,1,
MCL,221,30,Male,1 in Communications  1 in General Studies,,,,,Bachelor,IT Management,Associate,IntelAnalysis,USAF,All source intelligence analyst,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,1,2,3,1,2,151,79,79,98,256,-2,,2,
MCL,222,31,Male,Intelligence Operations,BS Geography,,,,Master,Geographic Information Technology,Bachelor,Other,Intrepid Solutions,Wide Area Persistent Surveillance Analyst ,1,Military,US Army,Imagery Analyst,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,1,3,2,3,145,76,82,104,262,4,,0,
PSU,223,42,Male,,Geography,,,,Master,GIS,Bachelor,GeoIntAnalysis,National Geospatial-Intelligence Agency,Geospatial Intelligence Analyst,5,Other,Observera,Senior Image Scientist,2,Other,BAE,Senior Engineer,6,Military,US Air Force,Imagery Analyst,4,,,,,,,,,,,,,,,,,,,,,,,,,17,5,1,1,3,3,4,133,76,79,104,259,8,,0,
PSU,224,26,Female,,Environmental Science,Geospatial Analysis,Environmental Management,,Master,GIS,Master,GeospatialAnalysis,Booz Allen Hamilton,Geospatial Analyst,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,2,1,3,1,4,136,79,79,107,265,22,,3,
PSU,225,29,Female,,Latin American Studies,,,,Certificate,GIS,Bachelor,Other,Federal Government,Analyst,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,3,2,3,145,79,79,101,259,30,,2,
PSU,227,40,Male,,Geophysics,,GIS,,,,Master,IntelAnalysis,Battelle,Intelligence Analysis,1,GeospatialAnalysis,CACI,GEOINT Analysis,0.25,Other,Battelle,Research Scientist,9,GeospatialAnalysis,Innovative Solutions International,Aeronautic GIS Specialist,2,GeospatialAnalysis,CDM Federal Programs,Geologist,3,,,,,,,,,,,,,,,,,,,,,15.25,1,1,1,2,1,3,133,76,76,98,250,32,,3,
MCL,228,32,Male,Liberal Arts,Criminal Justice,Geospatial Intelligence,,,,,Bachelor,GeoIntAnalysis,Leidos,Senior All-Source/GEOINT Intelligence Analyst,3,Other,SAIC,Senior Fusion Analyst,1.5,Other,LLH,All-Source Analyst,1.5,Other,Trinity Technology Group,Special Security Officer,2.5,Military,US Army,All-Source Analyst,5,,,,,,,,,,,,,,,,,,,,,13.5,3,1,1,3,2,3,139,76,79,101,256,36,,3,
PSU,229,36,Female,Arts and Sciences,,,,,Bachelor,Marketing,Associate,GeoIntAnalysis,US Air Force,Geospatial Intelligence Analyst,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,1,2,1,2,142,79,76,104,259,-2,,0,
PSU,230,28,Male,,Urban Planning,,,,Certificate,,Bachelor,Other,Scitor,Cartographic Analyst,1,GeospatialAnalysis,U.S. Department of State,Office of the Geographer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,3,2,3,136,76,76,101,253,28,,1,
PSU,231,32,Female,,Geodetic Engineering,GIS,,,Certificate,GIS,Bachelor,Other,M&G Civil Engineering & Surveying,Survey Technician,1,Other,Hunsaker & Associates,Survey Title Analyst,3,Other,URS Corp,Survey Technician,0.5,Other,Lockheed Martin Corp,Aeronautical Info Specialist,3.5,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,2,3,1,3,139,88,85,110,283,-4,,2,
PSU,232,29,Female,CONSTRUCTION DESIGN IN AUTOCAD,BS MINOR LAND SURVEYING & TOPOGRAPHY,GEOSPATIAL INFORMATION SYSTEMS CERTIFICATE,,,Master,GEOSPATIAL INFORMATION SYSTEMS ,Bachelor,GeospatialAnalysis,CHENEGA TECHNICAL INNOVATION LLC,GIS ENGINEER II,0.5,GeospatialAnalysis,CHENEGA FEDERAL SYSTEMS,GIS ENGINEER I,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,2,2,3,1,3,145,79,82,110,271,16,,1,
PSU,233,55,Male,,Computer Studies  Biology,,GIS,,Certificate,Information Design,Master,GeospatialAnalysis,US Geological Survey,Geographer,6,GeospatialAnalysis,National Park Service,Biologist,4,Other,Maryland Dept. Natural Resources,Planner,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,1,3,1,3,139,79,76,95,250,-4,,3,
PSU,234,25,Female,,Geography(GIS) & Telecommunications,Geospatial Intelligence,,,Master,Homeland Security  Geospatial Option,Bachelor,GeospatialAnalysis,MDA Information Systems  LLC,Geospatial Analyst,3.5,Other,Germantown Indoor Swim Center,Swim Lesson Instructor,3.5,Other,Upper Main Line YMCA,Swim Lesson Supervisor/Instructor,9.5,Other,Penn State Food Services,Preparer/Server,4,Other,Bryce Jordan Center,Stage Hand,3,Other,Red Brick Productions,Stage Hand,1,Other,State College Theatre,Stage Hand,2.5,,,,,,,,,,,,,27,0,1,1,3,3,4,142,85,85,110,280,24,,1,
MCL,235,28,Male,General Studies,Geographic Information Science,Geospatial Intelligence,,,Master,Homeland Security,Bachelor,GeospatialAnalysis,MDA Information Systems LLC,Geospatial Analyst,3,Other,Sandy Spring Bank,Teller,2.5,Other,Salisbury Police,Traffic controller,0.5,Other,Salisbury University,Stockroom clerk,1,Other,Gamestop,Game Advisor,0.5,Other,Herron Printing and Graphics,Bindery,2,,,,,,,,,,,,,,,,,9.5,0,2,2,3,2,3,139,82,79,101,262,6,,2,
PSU,236,51,Male,,Geography,GIS,,,,,Bachelor,Other,Booz Allen Hamilton,Associate,8,GeospatialAnalysis,Advanced Interactive Systems,GIS Specialist,2,Other,Institute for Defense Analyses,Research Staff ember,3,GeospatialAnalysis,Army Topo Engineering Center,Geographer,10,Other,Defense Mapping Agency,Cartographer,5,,,,,,,,,,,,,,,,,,,,,28,0,2,1,3,3,4,133,79,79,101,259,4,,2,
MCL,237,23,Female,,cognitive science,,,,,,Bachelor,GeospatialAnalysis,The MITRE Corporation,Geospatial Analyst,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,1,3,3,3,139,82,79,104,265,10,,1,
