2,1,1,0,1,2,4,0.99996,3.7507e-005,0,0,0,0,0,0,0,0,0,0
2,2,1,0,1,2,4,0.00014395,0.99986,0,0,0,0,0,0,0,0,0,0
4,1,1,0,1,2,4,0.0022624,0.99774,0,0,0,0,0,0,0,0,0,0
4,2,1,0,1,2,4,0.99463,0.0053722,0,0,0,0,0,0,0,0,0,0
6,1,1,0,1,2,4,0.99998,2.1098e-005,0,0,0,0,0,0,0,0,0,0
6,2,1,0,1,2,4,1.5622e-008,1,0,0,0,0,0,0,0,0,0,0
8,1,1,0,1,3,4,0.86878,0.010558,0.12066,0,0,0,0,0,0,0,0,0
8,2,1,0,1,3,4,5.1976e-006,0.97473,0.02526,0,0,0,0,0,0,0,0,0
8,3,1,0,1,3,4,0.00013454,0.019071,0.98079,0,0,0,0,0,0,0,0,0
10,1,1,0,1,3,4,6.8474e-006,0.99876,0.0012325,0,0,0,0,0,0,0,0,0
10,2,1,0,1,3,4,0.99871,2.3413e-006,0.0012844,0,0,0,0,0,0,0,0,0
10,3,1,0,1,3,4,0.00034521,0.44041,0.55925,0,0,0,0,0,0,0,0,0
12,1,1,0,1,3,4,5.6233e-007,0.99988,0.00011996,0,0,0,0,0,0,0,0,0
12,2,1,0,1,3,4,0.16648,0.001138,0.83239,0,0,0,0,0,0,0,0,0
12,3,1,0,1,3,4,0.99616,8.7573e-007,0.0038432,0,0,0,0,0,0,0,0,0
14,1,1,0,1,4,4,0.00031558,0.73065,0.17041,0.098621,0,0,0,0,0,0,0,0
14,2,1,0,1,4,4,0.98516,0.00048103,0.0057011,0.0086605,0,0,0,0,0,0,0,0
14,3,1,0,1,4,4,0.012714,0.11681,0.85821,0.012263,0,0,0,0,0,0,0,0
14,4,1,0,1,4,4,0.0021563,0.23773,0.086252,0.67386,0,0,0,0,0,0,0,0
16,1,1,0,1,4,4,0.005375,0.00088183,0.9675,0.026246,0,0,0,0,0,0,0,0
16,2,1,0,1,4,4,0.99572,2.1008e-005,0.0038415,0.00041683,0,0,0,0,0,0,0,0
16,3,1,0,1,4,4,0.00090055,0.018236,0.3242,0.65666,0,0,0,0,0,0,0,0
16,4,1,0,1,4,4,7.4887e-006,0.80252,0.00089865,0.19658,0,0,0,0,0,0,0,0
18,1,1,0,1,4,4,0.0047097,0.00068684,0.95372,0.040884,0,0,0,0,0,0,0,0
18,2,1,0,1,4,4,2.8565e-005,8.5696e-005,0.00010712,0.99978,0,0,0,0,0,0,0,0
18,3,1,0,1,4,4,3.5899e-008,0.98485,6.8927e-005,0.015078,0,0,0,0,0,0,0,0
18,4,1,0,1,4,4,0.99932,1.779e-005,0.00042838,0.00023531,0,0,0,0,0,0,0,0
19,1,1,0,3,4,4,0.0001213,0.0073688,0.1965,0.79601,9.4654e-006,0.0023001,0.0038335,0.99386,2.3732e-006,0.0023067,0.00096114,0.99673
19,2,1,0,1,4,4,0.00015805,0.20909,0.00052682,0.79022,0,0,0,0,0,0,0,0
19,3,1,0,1,4,4,0.16606,0.0011352,0.8303,0.0025026,0,0,0,0,0,0,0,0
19,4,1,1,3,4,4,0.058444,0.0085231,0.87666,0.056371,0.061434,0.0022398,0.92151,0.014814,0.06223,0.0005672,0.93345,0.0037514
19,5,1,0,3,4,4,6.8327e-006,0.99663,0.0012299,0.0021352,6.8327e-006,0.99663,0.0012299,0.0021352,2.7156e-005,0.99026,0.001222,0.0084863
19,6,1,1,3,4,4,0.999,1.8735e-005,0.00042824,0.0005576,0.99933,4.6854e-006,0.0001071,0.00055778,0.99954,1.1716e-006,0.00042847,3.4869e-005
19,7,1,1,3,4,4,0.0053104,0.0089613,0.017701,0.96803,0.00034185,0.0023075,0.00028488,0.99707,0.0013509,0.0091186,0.004503,0.98503
19,8,1,0,1,4,4,0.98059,0.0014896,0.011349,0.0065679,0,0,0,0,0,0,0,0
19,9,1,1,3,4,4,0.014136,0.0010307,0.95416,0.030677,0.054283,0.00024738,0.91602,0.029451,0.014569,6.6394e-005,0.98339,0.001976
19,10,1,1,3,4,4,6.8327e-006,0.99663,0.0012299,0.0021352,1.6993e-006,0.99143,7.6467e-005,0.0084962,1.7098e-006,0.99755,0.00030776,0.0021372
19,11,1,1,3,4,4,0.94422,0.0057375,0.043714,0.0063243,0.98655,0.00037467,0.011418,0.001652,0.91125,0.022148,0.042188,0.024414
19,12,1,1,3,4,4,0.015431,0.24304,0.20574,0.53579,0.0016054,0.10114,0.0053515,0.8919,0.0046249,0.29137,0.061665,0.64234
19,13,1,0,3,4,4,0.015431,0.24304,0.20574,0.53579,0.0046249,0.29137,0.061665,0.64234,0.00040346,0.10167,0.0013449,0.89658
19,14,1,0,1,4,4,0.99555,9.4521e-005,0.0034141,0.0009377,0,0,0,0,0,0,0,0
19,15,1,1,3,4,4,0.0005951,0.021089,0.0019837,0.97633,3.7888e-005,0.0053707,3.1574e-005,0.99456,0.0005951,0.021089,0.0019837,0.97633
19,16,1,0,1,4,4,0.00054825,0.00010119,0.99918,0.00017351,0,0,0,0,0,0,0,0
19,17,1,0,3,4,4,0.00053892,0.006366,0.98218,0.010916,0.000546,0.0016124,0.99508,0.0027648,0.00054825,0.00010119,0.99918,0.00017351
19,18,1,0,3,4,4,0.0005951,0.021089,0.0019837,0.97633,3.7888e-005,0.0053707,3.1574e-005,0.99456,3.7888e-005,0.0053707,3.1574e-005,0.99456
19,19,1,0,3,4,4,0.00053892,0.006366,0.98218,0.010916,0.000546,0.0016124,0.99508,0.0027648,0.00054825,0.00010119,0.99918,0.00017351
19,20,1,0,3,4,4,0.93477,0.00568,0.0032056,0.056349,0.99248,0.00037692,0.0034036,0.0037392,0.99555,9.4521e-005,0.0034141,0.0009377
19,21,1,0,1,4,4,3.7888e-005,0.0053707,3.1574e-005,0.99456,0,0,0,0,0,0,0,0
19,22,1,0,3,4,4,0.93477,0.00568,0.0032056,0.056349,0.99248,0.00037692,0.0034036,0.0037392,0.99555,9.4521e-005,0.0034141,0.0009377
19,23,1,0,1,4,4,3.7888e-005,0.0053707,3.1574e-005,0.99456,0,0,0,0,0,0,0,0
19,24,1,0,1,4,4,0.00040346,0.10167,0.0013449,0.89658,0,0,0,0,0,0,0,0
19,25,1,0,1,4,4,0.00040346,0.10167,0.0013449,0.89658,0,0,0,0,0,0,0,0
20,1,2,1,3,4,4,0.28556,0.15671,0.28268,0.27504,0.25618,0.22974,0.25701,0.25707,0.27369,0.18006,0.27093,0.27532
20,2,2,1,3,4,4,0.012177,0.11437,0.010917,0.86254,0.0019271,0.018799,0.0017331,0.97754,0.012208,0.12671,0.00069181,0.8604
20,3,2,0,1,4,4,0.00071685,0.4953,0.50227,0.0017167,0,0,0,0,0,0,0,0
20,4,2,0,1,4,4,0.66618,0.32201,0.0058179,0.0059915,0,0,0,0,0,0,0,0
20,5,2,0,3,4,4,0.059394,0.0051634,0.90292,0.032519,0.092656,0.0003509,0.87553,0.031465,0.034764,0.00037966,0.95556,0.0092973
20,6,2,0,3,4,4,0.068604,0.49509,0.37271,0.063595,0.056185,0.55502,0.38509,0.0037043,0.063016,0.55176,0.3816,0.0036227
20,7,2,0,1,4,4,7.6306e-006,1.3783e-005,0.99998,2.1978e-006,0,0,0,0,0,0,0,0
20,8,2,0,3,4,4,5.9846e-005,0.99953,0.00024669,0.00016387,1.2935e-005,0.9999,5.2382e-005,3.5357e-005,7.9847e-007,0.99995,5.1177e-005,2.1691e-006
20,9,2,1,3,4,4,5.9846e-005,0.99953,0.00024669,0.00016387,3.3299e-006,0.99977,0.00021334,9.0382e-006,1.2935e-005,0.9999,5.2382e-005,3.5357e-005
20,10,2,1,3,4,4,0.068465,0.89654,0.03336,0.0016324,0.00080934,0.91201,0.087103,7.2957e-005,0.029871,0.95524,0.014204,0.00068251
20,11,2,0,1,4,4,0.39087,0.0019402,0.14492,0.46226,0,0,0,0,0,0,0,0
20,12,2,0,1,4,4,7.9847e-007,0.99995,5.1177e-005,2.1691e-006,0,0,0,0,0,0,0,0
20,13,2,0,1,4,4,0.0023701,0.00030975,0.0022081,0.99511,0,0,0,0,0,0,0,0
20,14,2,1,3,4,4,0.49616,0.0070676,0.49648,0.00029418,0.49635,0.0072012,0.49643,1.89e-005,0.49662,0.006573,0.49674,7.5107e-005
20,15,2,0,3,4,4,0.00057138,0.0035162,0.00014294,0.99577,0.00013946,0.0008741,3.487e-005,0.99895,8.6935e-006,0.0034209,2.1735e-006,0.99657
20,16,2,0,3,4,4,0.068465,0.89654,0.03336,0.0016324,0.00080934,0.91201,0.087103,7.2957e-005,0.0002316,0.97295,0.026794,2.086e-005
20,17,2,0,3,4,4,0.00043351,0.97237,0.00021689,0.026982,0.00010937,0.9994,5.4692e-005,0.00043716,0.00011152,0.99972,5.5766e-005,0.00011147
20,18,2,0,3,4,4,0.49616,0.0070676,0.49648,0.00029418,0.49662,0.006573,0.49674,7.5107e-005,0.49645,0.0070655,0.49648,4.7269e-006
20,19,2,1,3,4,4,0.022661,0.022843,0.0026322,0.95186,0.006508,0.0050652,0.0022845,0.98614,0.0038789,0.0015066,0.0026478,0.99197
20,20,2,1,3,4,4,0.00043351,0.97237,0.00021689,0.026982,0.00010937,0.9994,5.4692e-005,0.00043716,0.00047585,0.99173,0.00023798,0.0075548
20,21,2,0,1,4,4,0.00011152,0.99972,5.5766e-005,0.00011147,0,0,0,0,0,0,0,0
20,22,2,0,3,4,4,0.022661,0.022843,0.0026322,0.95186,0.0038789,0.0015066,0.0026478,0.99197,0.0023701,0.00030975,0.0022081,0.99511
20,23,2,0,1,4,4,8.6935e-006,0.0034209,2.1735e-006,0.99657,0,0,0,0,0,0,0,0
20,24,2,1,3,4,4,0.00057138,0.0035162,0.00014294,0.99577,0.00013946,0.0008741,3.487e-005,0.99895,3.4701e-005,0.012699,8.6774e-006,0.98726
20,25,2,0,3,4,4,0.00057138,0.0035162,0.00014294,0.99577,0.00013946,0.0008741,3.487e-005,0.99895,8.6935e-006,0.0034209,2.1735e-006,0.99657
